period_key,plant_key,bu_key,product_group,product_key,account_key,value,version_key,profitcenter_key,costcenter_key,tags
2023-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,1317753.3154771712,Actuals,AnnArbor,Detroit,energyefficient
2023-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,2352288.1315489695,Actuals,AnnArbor,Detroit,energyefficient
2023-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,1271446.6204434936,Actuals,AnnArbor,Detroit,energyefficient
2023-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,3058987.8312750105,Actuals,AnnArbor,Detroit,energyefficient
2023-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,3239214.845953863,Actuals,AnnArbor,Detroit,energyefficient
2023-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,3433609.3364363196,Actuals,AnnArbor,Detroit,energyefficient
2024-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,3276559.53626698,Actuals,AnnArbor,Detroit,energyefficient
2024-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,6118848.256617038,Actuals,AnnArbor,Detroit,energyefficient
2024-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,2185381.384270149,Actuals,AnnArbor,Detroit,energyefficient
2024-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,4650260.257038093,Actuals,AnnArbor,Detroit,energyefficient
2024-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,4538008.684086803,Actuals,AnnArbor,Detroit,energyefficient
2024-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_materials,3578228.4591356316,Actuals,AnnArbor,Detroit,energyefficient
2019-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,137401.97631645948,Actuals,AnnArbor,Detroit,energyefficient
2019-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,296614.9948100852,Actuals,AnnArbor,Detroit,energyefficient
2019-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,278478.2329616914,Actuals,AnnArbor,Detroit,energyefficient
2019-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,386747.98181898677,Actuals,AnnArbor,Detroit,energyefficient
2019-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,363128.6209362187,Actuals,AnnArbor,Detroit,energyefficient
2019-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,352457.0935611234,Actuals,AnnArbor,Detroit,energyefficient
2019-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,136291.4491724182,Actuals,AnnArbor,Detroit,energyefficient
2019-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,116747.66053728972,Actuals,AnnArbor,Detroit,energyefficient
2019-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,303867.4403403485,Actuals,AnnArbor,Detroit,energyefficient
2019-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,0.0,Actuals,AnnArbor,Detroit,energyefficient
2019-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,68455.6783053505,Actuals,AnnArbor,Detroit,energyefficient
2019-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,123899.03526568685,Actuals,AnnArbor,Detroit,energyefficient
2020-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,470978.41389694996,Actuals,AnnArbor,Detroit,energyefficient
2020-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,514723.0388599621,Actuals,AnnArbor,Detroit,energyefficient
2020-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,237065.98110400815,Actuals,AnnArbor,Detroit,energyefficient
2020-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,271153.0059210852,Actuals,AnnArbor,Detroit,energyefficient
2020-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,311920.53774616617,Actuals,AnnArbor,Detroit,energyefficient
2020-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,202553.60954482298,Actuals,AnnArbor,Detroit,energyefficient
2020-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,331428.39380463015,Actuals,AnnArbor,Detroit,energyefficient
2020-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,327205.01536032575,Actuals,AnnArbor,Detroit,energyefficient
2020-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,269771.84358394047,Actuals,AnnArbor,Detroit,energyefficient
2020-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,179114.9279918046,Actuals,AnnArbor,Detroit,energyefficient
2020-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,272202.9496125689,Actuals,AnnArbor,Detroit,energyefficient
2020-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,392148.2164014765,Actuals,AnnArbor,Detroit,energyefficient
2021-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,460867.4761142604,Actuals,AnnArbor,Detroit,energyefficient
2021-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,460818.10571178666,Actuals,AnnArbor,Detroit,energyefficient
2021-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,746604.5568421459,Actuals,AnnArbor,Detroit,energyefficient
2021-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,556131.3999579517,Actuals,AnnArbor,Detroit,energyefficient
2021-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,648937.871240669,Actuals,AnnArbor,Detroit,energyefficient
2021-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,573497.8957429972,Actuals,AnnArbor,Detroit,energyefficient
2021-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,445321.57515394106,Actuals,AnnArbor,Detroit,energyefficient
2021-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,353410.3405393287,Actuals,AnnArbor,Detroit,energyefficient
2021-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,274284.245830835,Actuals,AnnArbor,Detroit,energyefficient
2021-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,323688.403455205,Actuals,AnnArbor,Detroit,energyefficient
2021-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,471726.1076653882,Actuals,AnnArbor,Detroit,energyefficient
2021-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,348123.21391877177,Actuals,AnnArbor,Detroit,energyefficient
2022-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,981881.1354010181,Actuals,AnnArbor,Detroit,energyefficient
2022-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,526911.9088833309,Actuals,AnnArbor,Detroit,energyefficient
2022-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,434774.2286803893,Actuals,AnnArbor,Detroit,energyefficient
2022-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,765264.4002143956,Actuals,AnnArbor,Detroit,energyefficient
2022-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,640059.7314750169,Actuals,AnnArbor,Detroit,energyefficient
2022-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1193691.8210066229,Actuals,AnnArbor,Detroit,energyefficient
2022-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,411576.32446760294,Actuals,AnnArbor,Detroit,energyefficient
2022-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,664056.6477000286,Actuals,AnnArbor,Detroit,energyefficient
2022-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,672313.0984098278,Actuals,AnnArbor,Detroit,energyefficient
2022-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,671735.2023557031,Actuals,AnnArbor,Detroit,energyefficient
2022-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1160771.4067938335,Actuals,AnnArbor,Detroit,energyefficient
2022-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,941924.1498838131,Actuals,AnnArbor,Detroit,energyefficient
2023-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,980720.8786415993,Actuals,AnnArbor,Detroit,energyefficient
2023-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,683673.8124083013,Actuals,AnnArbor,Detroit,energyefficient
2023-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1229638.5081586144,Actuals,AnnArbor,Detroit,energyefficient
2023-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1489185.1299972204,Actuals,AnnArbor,Detroit,energyefficient
2023-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,743443.3516920706,Actuals,AnnArbor,Detroit,energyefficient
2023-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,858306.3047279144,Actuals,AnnArbor,Detroit,energyefficient
2023-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,301996.6322803845,Actuals,AnnArbor,Detroit,energyefficient
2023-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,521903.5747766415,Actuals,AnnArbor,Detroit,energyefficient
2023-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,303536.953571502,Actuals,AnnArbor,Detroit,energyefficient
2023-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,637156.6132424054,Actuals,AnnArbor,Detroit,energyefficient
2023-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,764152.7200024253,Actuals,AnnArbor,Detroit,energyefficient
2023-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,775128.1902662334,Actuals,AnnArbor,Detroit,energyefficient
2024-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,715056.4621179079,Actuals,AnnArbor,Detroit,energyefficient
2024-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1460979.2115253317,Actuals,AnnArbor,Detroit,energyefficient
2024-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,450634.0700905003,Actuals,AnnArbor,Detroit,energyefficient
2024-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1038003.153987031,Actuals,AnnArbor,Detroit,energyefficient
2024-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,1016020.7990579216,Actuals,AnnArbor,Detroit,energyefficient
2024-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_labor,784854.7525645259,Actuals,AnnArbor,Detroit,energyefficient
2019-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,212557.77855347702,Actuals,AnnArbor,Detroit,energyefficient
2019-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,440671.4927539811,Actuals,AnnArbor,Detroit,energyefficient
2019-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,426323.8271804938,Actuals,AnnArbor,Detroit,energyefficient
2019-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,628499.0466438856,Actuals,AnnArbor,Detroit,energyefficient
2019-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,579417.9762852978,Actuals,AnnArbor,Detroit,energyefficient
2019-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,524185.15735435043,Actuals,AnnArbor,Detroit,energyefficient
2019-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,232181.18518407407,Actuals,AnnArbor,Detroit,energyefficient
2019-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,181083.7638446953,Actuals,AnnArbor,Detroit,energyefficient
2019-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,446318.4326390426,Actuals,AnnArbor,Detroit,energyefficient
2019-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,0.0,Actuals,AnnArbor,Detroit,energyefficient
2019-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,108642.95419015083,Actuals,AnnArbor,Detroit,energyefficient
2019-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,175071.4932145093,Actuals,AnnArbor,Detroit,energyefficient
2020-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,678176.6934716306,Actuals,AnnArbor,Detroit,energyefficient
2020-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,776523.2000433082,Actuals,AnnArbor,Detroit,energyefficient
2020-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,371487.6128639283,Actuals,AnnArbor,Detroit,energyefficient
2020-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,418917.16853870486,Actuals,AnnArbor,Detroit,energyefficient
2020-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,463004.70889628184,Actuals,AnnArbor,Detroit,energyefficient
2020-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,320888.09766347427,Actuals,AnnArbor,Detroit,energyefficient
2020-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,544956.2832984993,Actuals,AnnArbor,Detroit,energyefficient
2020-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,477403.5654905527,Actuals,AnnArbor,Detroit,energyefficient
2020-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,427461.20294515585,Actuals,AnnArbor,Detroit,energyefficient
2020-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,271209.9949266882,Actuals,AnnArbor,Detroit,energyefficient
2020-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,405731.6671659994,Actuals,AnnArbor,Detroit,energyefficient
2020-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,582097.4602502208,Actuals,AnnArbor,Detroit,energyefficient
2021-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,714468.1611991456,Actuals,AnnArbor,Detroit,energyefficient
2021-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,688462.6101786762,Actuals,AnnArbor,Detroit,energyefficient
2021-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1191909.6595237714,Actuals,AnnArbor,Detroit,energyefficient
2021-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,861670.8708277732,Actuals,AnnArbor,Detroit,energyefficient
2021-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,931466.241923358,Actuals,AnnArbor,Detroit,energyefficient
2021-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,895037.4169886374,Actuals,AnnArbor,Detroit,energyefficient
2021-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,678409.3457113589,Actuals,AnnArbor,Detroit,energyefficient
2021-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,545961.6883683386,Actuals,AnnArbor,Detroit,energyefficient
2021-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,407333.07514857576,Actuals,AnnArbor,Detroit,energyefficient
2021-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,483350.5463472696,Actuals,AnnArbor,Detroit,energyefficient
2021-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,758482.7431203931,Actuals,AnnArbor,Detroit,energyefficient
2021-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,544946.437517136,Actuals,AnnArbor,Detroit,energyefficient
2022-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1628715.856397526,Actuals,AnnArbor,Detroit,energyefficient
2022-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,832261.2154058224,Actuals,AnnArbor,Detroit,energyefficient
2022-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,689201.382347805,Actuals,AnnArbor,Detroit,energyefficient
2022-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1265290.7833153566,Actuals,AnnArbor,Detroit,energyefficient
2022-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1068033.0502857743,Actuals,AnnArbor,Detroit,energyefficient
2022-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1865752.7718142304,Actuals,AnnArbor,Detroit,energyefficient
2022-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,668670.7829230652,Actuals,AnnArbor,Detroit,energyefficient
2022-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1062178.9024223036,Actuals,AnnArbor,Detroit,energyefficient
2022-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,971048.074623131,Actuals,AnnArbor,Detroit,energyefficient
2022-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1080542.7272513942,Actuals,AnnArbor,Detroit,energyefficient
2022-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1870873.0371473671,Actuals,AnnArbor,Detroit,energyefficient
2022-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1511548.1067188932,Actuals,AnnArbor,Detroit,energyefficient
2023-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1617383.2899864085,Actuals,AnnArbor,Detroit,energyefficient
2023-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1139815.1580640168,Actuals,AnnArbor,Detroit,energyefficient
2023-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,2024407.8878646707,Actuals,AnnArbor,Detroit,energyefficient
2023-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,2097604.124615095,Actuals,AnnArbor,Detroit,energyefficient
2023-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1107535.112129952,Actuals,AnnArbor,Detroit,energyefficient
2023-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1289585.1586511938,Actuals,AnnArbor,Detroit,energyefficient
2023-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,473774.34663845354,Actuals,AnnArbor,Detroit,energyefficient
2023-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,816303.9845023452,Actuals,AnnArbor,Detroit,energyefficient
2023-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,459990.3736224595,Actuals,AnnArbor,Detroit,energyefficient
2023-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1028994.1369136423,Actuals,AnnArbor,Detroit,energyefficient
2023-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1172514.3293388688,Actuals,AnnArbor,Detroit,energyefficient
2023-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1191700.5850989018,Actuals,AnnArbor,Detroit,energyefficient
2024-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1203707.0345763606,Actuals,AnnArbor,Detroit,energyefficient
2024-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,2076547.1202906894,Actuals,AnnArbor,Detroit,energyefficient
2024-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,757035.672753589,Actuals,AnnArbor,Detroit,energyefficient
2024-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1673359.8824836193,Actuals,AnnArbor,Detroit,energyefficient
2024-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1658611.4994475564,Actuals,AnnArbor,Detroit,energyefficient
2024-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_overhead,1154938.8231339597,Actuals,AnnArbor,Detroit,energyefficient
2019-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,30702.758378550006,Actuals,AnnArbor,Detroit,energyefficient
2019-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,69284.18263115162,Actuals,AnnArbor,Detroit,energyefficient
2019-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,64808.51518108516,Actuals,AnnArbor,Detroit,energyefficient
2019-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,98936.26255245636,Actuals,AnnArbor,Detroit,energyefficient
2019-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,85052.71906532045,Actuals,AnnArbor,Detroit,energyefficient
2019-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,83718.36687711102,Actuals,AnnArbor,Detroit,energyefficient
2019-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,32828.45059357179,Actuals,AnnArbor,Detroit,energyefficient
2019-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,26854.200786391324,Actuals,AnnArbor,Detroit,energyefficient
2019-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,67694.06699100128,Actuals,AnnArbor,Detroit,energyefficient
2019-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,0.0,Actuals,AnnArbor,Detroit,energyefficient
2019-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,17049.077736179446,Actuals,AnnArbor,Detroit,energyefficient
2019-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,28778.22358373493,Actuals,AnnArbor,Detroit,energyefficient
2020-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,109835.66015534039,Actuals,AnnArbor,Detroit,energyefficient
2020-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,122767.67294443406,Actuals,AnnArbor,Detroit,energyefficient
2020-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,53002.46744860937,Actuals,AnnArbor,Detroit,energyefficient
2020-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,60044.28991138777,Actuals,AnnArbor,Detroit,energyefficient
2020-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,73337.39048740936,Actuals,AnnArbor,Detroit,energyefficient
2020-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,46765.548723803324,Actuals,AnnArbor,Detroit,energyefficient
2020-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,83010.63663148736,Actuals,AnnArbor,Detroit,energyefficient
2020-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,75622.5316969317,Actuals,AnnArbor,Detroit,energyefficient
2020-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,67836.11820745181,Actuals,AnnArbor,Detroit,energyefficient
2020-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,43506.15545019727,Actuals,AnnArbor,Detroit,energyefficient
2020-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,64425.12061656436,Actuals,AnnArbor,Detroit,energyefficient
2020-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,90268.65314371132,Actuals,AnnArbor,Detroit,energyefficient
2021-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,115370.3946002777,Actuals,AnnArbor,Detroit,energyefficient
2021-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,107272.56551701935,Actuals,AnnArbor,Detroit,energyefficient
2021-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,187046.4725217868,Actuals,AnnArbor,Detroit,energyefficient
2021-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,121736.4267146157,Actuals,AnnArbor,Detroit,energyefficient
2021-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,145138.95315893652,Actuals,AnnArbor,Detroit,energyefficient
2021-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,130833.92454607777,Actuals,AnnArbor,Detroit,energyefficient
2021-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,102067.7327088954,Actuals,AnnArbor,Detroit,energyefficient
2021-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,85486.14177904004,Actuals,AnnArbor,Detroit,energyefficient
2021-09-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,62772.5826042175,Actuals,AnnArbor,Detroit,energyefficient
2021-10-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,80348.42471622035,Actuals,AnnArbor,Detroit,energyefficient
2021-11-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,118341.71607714189,Actuals,AnnArbor,Detroit,energyefficient
2021-12-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,82525.0255110924,Actuals,AnnArbor,Detroit,energyefficient
2022-01-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,244125.737311579,Actuals,AnnArbor,Detroit,energyefficient
2022-02-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,129984.53248895338,Actuals,AnnArbor,Detroit,energyefficient
2022-03-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,105214.99324350468,Actuals,AnnArbor,Detroit,energyefficient
2022-04-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,192775.85911427758,Actuals,AnnArbor,Detroit,energyefficient
2022-05-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,155486.5241315103,Actuals,AnnArbor,Detroit,energyefficient
2022-06-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,285420.61262901477,Actuals,AnnArbor,Detroit,energyefficient
2022-07-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,101196.97496440892,Actuals,AnnArbor,Detroit,energyefficient
2022-08-01,North America,Residential,Heating Systems,ElectroHeat Electric Furnace,cogs_other,162594.90838716706,Actuals,AnnArbor,Detroit,energyefficient
