date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2020-12-01,0.9004867672920227,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-01-01,0.9004867672920227,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-02-01,0.9071078896522522,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-03-01,0.9137291312217712,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-04-01,0.9203503727912904,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-05-01,0.9269716143608092,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-06-01,0.9402140974998474,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-07-01,0.9468353390693665,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-08-01,0.953456461429596,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-09-01,0.953456461429596,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-10-01,0.9402140974998474,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-11-01,0.9402140974998474,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2021-12-01,0.9402140974998474,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-01-01,0.9733201861381532,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-02-01,0.979941427707672,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-03-01,0.9931839108467102,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-04-01,0.9998050332069396,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-05-01,1.019668698310852,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-06-01,1.0593961477279663,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-07-01,1.085880994796753,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-08-01,1.10574471950531,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-09-01,1.10574471950531,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-10-01,1.099123477935791,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-11-01,1.079259753227234,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2022-12-01,1.092502236366272,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-01-01,1.112365961074829,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-02-01,1.112365961074829,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-03-01,1.099123477935791,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-04-01,1.092502236366272,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-05-01,1.092502236366272,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-06-01,1.1256084442138672,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-07-01,1.118987202644348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-08-01,1.1256084442138672,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-09-01,1.132229566574097,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-10-01,1.118987202644348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-11-01,1.112365961074829,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2023-12-01,1.118987202644348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-01-01,1.1454720497131348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-02-01,1.1454720497131348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-03-01,1.1520932912826538,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-04-01,1.1454720497131348,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-05-01,1.1587145328521729,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2024-06-01,1.17857825756073,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-01-01,1.0820600986480713,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-02-01,1.0402817726135254,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-03-01,1.0361039638519287,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-04-01,1.0319260358810425,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-05-01,1.0193926095962524,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-06-01,0.9609028100967408,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-07-01,0.9274801015853882,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-08-01,0.8606346845626831,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-09-01,0.8481011390686035,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-10-01,0.7854335904121399,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-11-01,0.7394773960113525,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-12-01,0.7352995276451111,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-01-01,0.6893433332443237,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-02-01,0.6642763018608093,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-03-01,0.5640081763267517,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-04-01,0.3175157010555267,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-05-01,0.0710232555866241,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-06-01,0.0835567638278007,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-07-01,0.0752010941505432,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-08-01,0.062667578458786,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-09-01,0.0543118976056575,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-10-01,0.0501340590417385,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-11-01,0.0668454095721244,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2020-12-01,0.0710232555866241,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-01-01,0.0584897361695766,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-02-01,0.0459562204778194,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-03-01,0.0417783819139003,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-04-01,0.0459562204778194,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-05-01,0.0417783819139003,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-06-01,0.0376005470752716,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-07-01,0.0417783819139003,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-08-01,0.0417783819139003,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-09-01,0.0417783819139003,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-10-01,0.0459562204778194,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-11-01,0.0584897361695766,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2021-12-01,0.0710232555866241,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-01-01,0.0919124409556388,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-02-01,0.1587578505277633,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-03-01,0.3049822151660919,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-04-01,0.3801833093166351,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-05-01,0.5556524991989136,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-06-01,0.7812557816505432,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-07-01,1.044459581375122,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-08-01,1.153083324432373,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-09-01,1.3410861492156982,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-10-01,1.608467698097229,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-11-01,1.8633159399032593,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2022-12-01,1.8842052221298216,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-01-01,1.9259835481643677,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-02-01,1.9802953004837036,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-03-01,2.051318645477295,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-04-01,2.1014528274536133,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-05-01,2.1515867710113525,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-06-01,2.1808314323425293,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-07-01,2.2351434230804443,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-08-01,2.2727441787719727,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-09-01,2.293633222579956,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-10-01,2.281099796295166,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-11-01,2.2602105140686035,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2023-12-01,2.2226099967956543,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-01-01,2.197543144226074,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-02-01,2.1808314323425293,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-03-01,2.210076332092285,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-04-01,2.226787805557251,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-05-01,2.226787805557251,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2024-06-01,2.2058987617492676,Economic,Interest Rates,Interest Rates: 90 Day,90 Days,North America,Percent,External,FRED,20241709,,,2.3935823
2019-01-01,0.7243696451187134,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-02-01,0.6660870313644409,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-03-01,0.8176218271255493,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-04-01,0.9708218574523926,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-05-01,0.9833109974861144,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-06-01,0.9583327174186708,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-07-01,0.9508392214775084,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-08-01,1.007456660270691,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-09-01,0.942513108253479,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-10-01,0.9558349251747132,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-11-01,0.8609175086021423,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-12-01,0.9017153382301332,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-01-01,0.9416805505752563,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-02-01,0.9291914105415344,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-03-01,0.8700761795043945,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-04-01,0.7068848609924316,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-05-01,0.791810929775238,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-06-01,0.9891392588615416,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-07-01,1.154828429222107,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-08-01,1.019945740699768,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-09-01,1.0515849590301514,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-10-01,1.0923826694488523,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-11-01,0.980813205242157,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2020-12-01,0.9583327174186708,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-01-01,0.959165334701538,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-02-01,0.8500935435295105,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-03-01,1.1706479787826538,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-04-01,1.1281849145889282,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-05-01,1.2131110429763794,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-06-01,1.2847154140472412,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-07-01,1.1981240510940552,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-08-01,1.1656522750854492,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-09-01,1.1256871223449707,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-10-01,1.1123653650283811,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-11-01,1.0890523195266724,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2021-12-01,1.03410005569458,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-01-01,1.007456660270691,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-02-01,1.0499197244644165,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-03-01,1.187300205230713,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-04-01,1.3679763078689575,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-05-01,1.1706479787826538,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-06-01,1.20645010471344,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-07-01,1.0299370288848877,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-08-01,1.1198588609695437,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-09-01,1.061576247215271,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-10-01,1.012452244758606,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-11-01,0.925028383731842,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2022-12-01,0.7884805202484131,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-01-01,0.8134588003158569,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-02-01,0.8592522740364075,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-03-01,0.9491740465164183,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-04-01,1.0132849216461182,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-05-01,1.215608835220337,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-06-01,1.1040393114089966,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-07-01,1.0940479040145874,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-08-01,0.9641610383987428,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-09-01,0.9741522669792176,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-10-01,0.9583327174186708,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-11-01,0.9699892401695251,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2023-12-01,0.9067109823226928,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-01-01,0.8151240348815918,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-02-01,0.9466761946678162,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-03-01,0.914204478263855,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-04-01,1.0465892553329468,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-05-01,1.0066241025924685,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2024-06-01,1.029104471206665,Economic,Housing Starts,Housing Starts: Total,Total,North America,Thousands of Units,External,FRED,20241709,,,120.10442
2019-01-01,0.9347181916236876,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-02-01,0.8084862232208252,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-03-01,0.8866298198699951,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-04-01,0.7964640855789185,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-05-01,0.7934585809707642,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-06-01,0.7213259935379028,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-07-01,0.7123093605041504,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-08-01,0.6672265529632568,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-09-01,0.7694143652915955,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-10-01,0.7002872824668884,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-11-01,0.7964640855789185,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-12-01,0.6672265529632568,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-01-01,0.6071160435676575,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-02-01,0.5740552544593811,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-03-01,0.5379889607429504,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-04-01,0.5229613184928894,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-05-01,0.5259668231010437,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-06-01,0.4899005591869354,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-07-01,0.5319778919219971,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-08-01,0.6912707090377808,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-09-01,0.5770607590675354,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-10-01,0.7183204889297485,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2020-11-01,0.7844419479370117,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
